nome;descricao;categoria
 Expositor Para Livros ;EXPOSITOR PARA LIVROSR$ 4,90 CADA PEÇAARAME 4 MM.******************COR BRANCA ********************QUALQUER QUANTIDADEFRETE POR CONTA DO COMPRADOR.;livro
 O Conto Da Aia ;Produto Novo e Físico  A história de 'O conto da aia' passa-se num futuro muito próximo e tem como cenário uma república onde não existem mais jornais, revistas, livros nem filmes - tudo fora queimado. As universidades foram extintas. Também já não há advogados, porque ninguém tem direito a defesa. Os cidadãos considerados criminosos são fuzilados e pendurados mortos no muro, em praça pública, para servir de exemplo enquanto seus corpos apodrecem à vista de todos. Nesse Estado teocrático e totalitário, as mulheres são as vítimas preferenciais, anuladas por uma opressão sem precedentes. O nome dessa república é Gilead, mas já foi Estados Unidos da América. As mulheres de Gilead não têm direitos. Elas são divididas em categorias, cada qual com uma função muito específica no Estado - há as esposas, as marthas, as salvadoras etc. À pobre Offred coube a categoria de aia, o que significa pertencer ao governo e existir unicamente para procriar. Offred tem 33 anos. Antes, quando seu país ainda se chamava Estados Unidos, ela era casada e tinha uma filha. Mas o novo regime declarou adúlteros todos os segundos casamentos, assim como as uniões realizadas fora da religião oficial do Estado. Era o caso de Offred. Por isso, sua filha lhe foi tomada e doada para adoção, e ela foi tornada aia, sem nunca mais ter notícias de sua família. É uma realidade terrível, mas o ser humano é capaz de se adaptar a tudo. Com esta história, Margaret Atwood leva o leitor a refletir sobre liberdade, direitos civis, poder, a fragilidade do mundo tal qual o conhecemos, o futuro e, principalmente, o presente.CaracterísticasTipo de Produto: LivroMedidas (cm): 21.00 x 14.00 x 0.20 cmIdiomas: PortuguêsAno: 2017Autor: Margaret AtwoodISBN: 8532520669Editora: RoccoEdição: 2ª Ed.Encadernação: BrochuraNº de Páginas: 368Mais Informações: Assunto: Contos e Crônicas, Origem: Nacional, Código de Barras: 9788532520661;livro
 Playbook - O Manual Da Conquista ;Produto NovoDesde o início dos tempos, o homem tem procurado respostas para o questionamento mais fundamental de todos: Por que estou aqui... em vez de estar com uma garota? A procura acabou. Agora, com a ajuda de Playbook: O manual da conquista, o leitor será capaz de abordar a garota que quiser, descobrir o que ela mais deseja e fazê-la se apaixonar por ele. Com mais de setenta técnicas de sedução desenvolvidas pelo guru da conquista e exemplo de perfeição Barney Stinson, qualquer homem poderá se tornar um perfeito conquistador. Repleto de dicas, macetes, truques e muita conversa fiada, o popular personagem da série de tevê How I Met Your Mother sugere dezenas de maneiras de abordar uma mulher e ser bem-sucedido. Com as dicas dele nenhum homem ficará sozinho.CaracterísticasAutor: Kuhn,Matt  Stinson,BarneyPeso: 0.221I.S.B.N.: 9788580576627Altura: 21Largura: 14Profundidade: 1Número de Páginas: 176Idioma: PortuguêsAcabamento: BrochuraTradutor: Edmundo BarreirosNúmero da edição: 1Ano da edição: 2014Segmento: Ficção - Humor;livro
 Livros Coleção Completa Witcher Capa Tradicional (8 Livros) ;;livro
 Tde-teste Desempenho Escolar-leitura E Escrita ;Material não restritoKit composto por: 1 Manual, 5 Cadernos de Aplicação, 1 Ficha do Examinador - subteste Leitura, 1 Ficha - subteste Escrita, 1 Crivo correção do subteste Aritmética.SumárioO TDE é um instrumento que busca oferecer de forma objetiva uma avaliação das capacidades fundamentais para o desempenho escolar, mais especificamente da escrita, aritmética e leitura. Indica de uma maneira abrangente, quais as áreas da aprendizagem escolar que estão preservadas ou prejudicadas no examinando. A faixa etária abrange a avaliação de escolares de 1ª a 6ª séries do Ensino Fundamental, ainda que possa ser utilizado com algumas reservas, para a 7ª e 8ª séries.;livro
 Mais Escuro - Cinquenta Tons Mais Escuros Pelos Olhos De Chr ;Formato digital, temos em PDF e EPUBO relacionamento quente e sensual de Anastasia Steele e Christian Grey chega ao fim com muitas acusações e sofrimento, mas Grey não consegue tirar Ana da cabeça. Determinado a reconquistá-la, ele tenta suprimir seus desejos mais obscuros e sua necessidade de controle absoluto, e disposto a amar Ana nos termos estabelecidos por ela. Mas os horrores de sua infância ainda o assombram, e, como se não bastasse, o chefe manipulador de Ana, Jack Hyde, claramente a quer. Será que o terapeuta e confidente de Grey, Dr. Flynn, poderá ajudá-lo a enfrentar seus demônios? Ou será que a possessividade de Elena, sua sedutora, e a devoção perturbada de Leila, sua ex-submissa, vão arrastá-lo para o passado? E se Christian vai reconquistar Ana, será que um homem tão sombrio e cheio de problemas espera mesmo mantê-la?;livro
 A Escolha ;Produto Novo e Físico  America era a candidata mais improvável da Seleção - se inscreveu por insistência da mãe e aceitou participar da competição só para se afastar de Aspen, um garoto que partira seu coração. Ao conhecer melhor o príncipe, porém, surgiu uma amizade que logo se transformou em algo mais... No entanto, toda vez que Maxon parecia estar certo de que escolheria America, algum obstáculo fazia os dois se afastarem. Um desses obstáculos era Aspen, que passou a ocupar o posto de guarda no palácio e estava decidido a reconquistar a namorada. Em encontros proibidos, ele a reconfortava em meio àquele mundo de luxos e rivalidades. Com essas idas e vindas, America perdeu um pouco de espaço no coração do príncipe, lugar que foi prontamente ocupado por outra concorrente. Para completar, o rei odiava America e a considerava a pior opção para o filho. Assim, tentava sabotar a relação dos dois, inventando mentiras e colocando a garota em prova a todo instante. Agora, para conseguir o que deseja, America precisa cortar os laços com Aspen, conquistar o povo de Illéa e conseguir novos aliados políticos. Mas tudo pode sair do controle quando ela começa a questionar o sistema de castas e a estratégia usada para lidar com os ataques rebeldes...CaracterísticasTipo de Produto: LivroMedidas (cm): 21.00 x 14.00 x 1.80 cmIdiomas: PortuguêsAno: 2014Autor: Kiera CassISBN: 8565765377Editora: SeguinteEdição: 1ª Ed.Encadernação: BrochuraNº de Páginas: 352Mais Informações: Tradutor: Cristian Clemente, Assunto: Romances, Origem: Nacional, Código de Barras: 9788565765374;livro
 Cola Tudo Dag Artesanato 17g Garin ;Caro comprador, estamos atualizando todas as imagens, portando se a imagem não corresponder a descrição do anuncio, por favor nos informe no campo de perguntas que iremos atualizar o mais rápido possível, Obrigado e Boas compras ! Descrição:  Cola Tudo Dag Artesanato 17g Garin- CÓDIGO: 10252840- CLASSIFICAÇÃO FISCAL: 35069190- MARCA: A LOJA RCDELÉTRICA AGRADECE SUA PRESENÇA.;livro
 Piano Vermelho ;Produto NovoO novo thriller do autor do best-seller Caixa de pássaros. Ex-ícones da cena musical de Detroit, os Danes estão mergulhados no ostracismo. Sem emplacar nenhum novo hit, eles trabalham trancados em estúdio produzindo outras bandas, enchendo a cara e se dedicando com reverência à criação — ou, no caso, à ausência dela. Uma rotina interrompida pela visita de um funcionário misterioso do governo dos Estados Unidos, com um convite mais misterioso ainda: uma viagem a um deserto na África para investigar a origem de um som desconhecido que carrega em suas ondas um enorme poder de destruição. Liderados pelo pianista Philip Tonka, os Danes se juntam a um pelotão insólito em uma jornada pelas entranhas mortais do deserto. A viagem, assustadora e cheia de enigmas, leva Tonka para o centro de uma intrincada conspiração. Seis meses depois, em um hospital, a enfermeira Ellen cuida de um paciente que se recupera de um acidente quase fatal. Sobreviver depois de tantas lesões parecia impossível, mas o homem resistiu. As circunstâncias do ocorrido ainda não foram esclarecidas e organismo dele está se curando em uma velocidade inexplicável. O paciente é Philip Tonka, e os meses que o separam do deserto e tudo o que lá aconteceu de nada serviram para dissipar seu medo e sua agonia. Onde foram parar seus companheiros? O que é verdade e o que é mentira? Ele precisa escapar para descobrir. Com uma narrativa tensa e surpreendente, Josh Malerman combina em Piano Vermelho o comum e o inusitado numa escalada de acontecimentos que se desdobra nas mais improváveis direções sem jamais deixar de proporcionar aquilo pelo qual o leitor mais espera: o medo.CaracterísticasAutor: Malerman,JoshPeso: 0.43I.S.B.N.: 9788551002063Altura: 23.000000Largura: 15.500000Profundidade: 1.600000Número de Páginas: 320Idioma: PortuguêsAcabamento: BrochuraNúmero da edição: 1País de Origem: Brasil;livro
 O Futuro Da Humanidade ;Produto Novo e Físico  'O futuro da humanidade' conta a trajetória de Marco Polo, um jovem estudante de medicina de espírito livre e aventureiro como o do navegador veneziano do século XIII, em quem seu pai se inspirou ao escolher seu nome. Ao entrar na faculdade cheio de sonhos e expectativas, Marco Polo se vê diante de uma realidade dura e fria  a falta de respeito e sensibilidade dos professores em relação aos pacientes com transtornos psíquicos, que são marginalizados e tratados como se não tivessem identidade. Indignado, o jovem desafia profissionais de renome internacional para provar que os pacientes com problemas psiquiátricos merecem mais atenção, respeito e dedicação - e menos remédios. Acreditando na força do diálogo e da psicologia, ele acaba causando uma verdadeira revolução nas mentes e nos corações das pessoas com quem convive.CaracterísticasTipo de Produto: LivroMedidas (cm): 23.00 x 16.00 cmIdiomas: PortuguêsAno: 2005Autor: Augusto CuryISBN: 9788575421628Editora: ArqueiroEdição: 1ª Ed.Encadernação: BrochuraNº de Páginas: 256Mais Informações: Assunto: Romances, Origem: Nacional, Código de Barras: 9788575421628;livro
 Admiravel Mundo Novo ;Admiravel Mundo Novo;livro
 Eu E O Silencio Do Meu Pai ;Produto Novo e Físico  Transformar-se em gente não é tarefa fácil. O Menino muito sofreu, muito chorou. Olhava o Pai e não entendia por que seu pai não era como os outros tantos pais - homens de palavras, homens de carinhos, homens de festa. Não, seu pai era silencioso, triste. Seu olhar era distante,seu passo era trôpego, seu carinho era vago. Assim, o Menino teria que aprender a amar esse Pai. Teria que aprender a conversar com ele.CaracterísticasTipo de Produto: LivroMedidas (cm): 23.00 x 16.00 cmIdiomas: PortuguêsAno: 2011Autor: Caio RitterISBN: 8578480821Editora: BirutaEdição: 1ª Ed.Encadernação: BrochuraNº de Páginas: 100Mais Informações: Ilustrador: Casa Rex, Faixa Etária: a partir de 12 anos, Assunto: Literatura, Origem: Nacional, Código de Barras: 9788578480820;livro
 Depois De Voce ;Produto Novo e Físico  Quando uma história termina, outra tem que começar. Com mais de 5 milhões de exemplares vendidos em todo o mundo, Como eu era antes de você conta a história do relacionamento entre Will Traynor e Louisa Clark, cujo fim trágico deixou de coração apertado os milhares de fãs da autora Jojo Moyes. Em Depois de você, Lou ainda não superou a perda de Will. Morando em um flat em Londres, ela trabalha como garçonete em um pub no aeroporto. Certo dia, após beber muito, Lou cai do terraço. O terrível acidente a obriga voltar para a casa de sua família, mas também a permite conhecer Sam Fielding, um paramédico cujo trabalho é lidar com a vida e a morte, a única pessoa que parece capaz de compreendê-la. Ao se recuperar, Lou sabe que precisa dar uma guinada na própria história e acaba entrando para um grupo de terapia de luto. Os membros compartilham sabedoria, risadas, frustrações e biscoitos horrorosos, além de a incentivarem a investir em Sam. Tudo parece começar a se encaixar, quando alguém do passado de Will surge e atrapalha os planos de Lou, levando-a a um futuro totalmente diferente.CaracterísticasTipo de Produto: LivroMedidas (cm): 23.00 x 16.00 x 1.90 cmIdiomas: PortuguêsAno: 2016Autor: Jojo MoyesISBN: 8580578647Editora: IntrinsecaEdição: 1ª Ed.Encadernação: BrochuraNº de Páginas: 320Mais Informações: Tradutor: Beatriz Horta, Assunto: Romances, Origem: Nacional, Código de Barras: 9788580578645;livro
 A Hora Da Estrela ;Produto Novo e Físico  A história da nordestina Macabéa é contada passo a passo pelo escritor Rodrigo S.M., alter-ego de Clarice Lispector, de um modo que busca permitir aos leitores acompanhar o seu processo de criação. O autor faz o relato da vida triste e sem perspectiva da alagoana Macabéa, pontuada com as informações do 'Você sabia?' da rádio Relógio, sinistro metrônomo a comandar o ritmo de seus últimos dias de vida. Para a cartomante Carlota, a quem Macabéa procura em busca de um sopro de esperança, esses dias derradeiros deveriam ser coroados com o casamento com um estrangeiro rico. Mas, ironicamente, Macabéa termina sob as rodas de um automóvel de luxo Mercedes-Benz.CaracterísticasTipo de Produto: LivroMedidas (cm): 21.00 x 14.00 cmIdiomas: PortuguêsAno: 1998Autor: Clarice LispectorISBN: 9788532508126Editora: RoccoEdição: 1ª Ed.Encadernação: BrochuraNº de Páginas: 88Mais Informações: Faixa Etária: a partir de 14 anos, Assunto: Romances, Origem: Nacional, Código de Barras: 9788532508126;livro
 Auggie & Eu - Três Histórias Extraordinárias ;Produto NovoA história de Auggie Pullman, o menino de aparência incomum que tem encantado milhares de leitores desde o lançamento do romance Extraordinário, em 2013, ganha agora novas perspectivas: Julian, Christopher e Charlotte, personagens da vida de Auggie, narram nos três contos reunidos no livro Auggie e eu seus encontros e desencontros com o amigo extraordinário. O capítulo do Julian dá voz a um personagem controverso: o menino que liderava o bullying contra Auggie na escola. Enfim temos a oportunidade de entender o que o levou a agir dessa forma e o que Julian pensa das próprias ações. Em Plutão, o narrador é Christopher, o primeiro amigo de Auggie. Os dois meninos compartilham lembranças da infância e, apesar de terem se distanciado, aprendem que boas amizades sempre valerão um esforcinho a mais. Shingaling mostra Auggie pelos olhos de Charlotte, a única menina entre as três crianças escolhidas para apresentar a Auggie sua nova escola. Com ela entramos no universo das garotas e vemos como a chegada de Auggie afetou as relações entre elas. Para quem sente saudades do menino cativante de feições e personalidade extraordinárias e tem curiosidade em saber mais sobre sua história, Auggie & eu é um verdadeiro presente.CaracterísticasAutor: Palacio,R. J.Peso: 0.432I.S.B.N.: 9788580578416Altura: 15.5Largura: 22.800000000000001Profundidade: 1.6000000000000001Número de Páginas: 326Idioma: PortuguêsAcabamento: BrochuraTradutor: Rachel AgavinoNúmero da edição: 1Ano da edição: 2015Segmento: Ficção - Histórias inquietantes - Dramas;livro
 Livro - Mr. Mercedes - Stephen King ;"Produto Novo""Ainda é madrugada e, em uma falida cidade do Meio-Oeste, centenas de pessoas fazem fila em uma feira de empregos, desesperadas para conseguir trabalho. De repente, um único carro surge, avançando para a multidão. O Mercedes atropela vários inocentes, antes de recuar e fazer outra investida. Oito pessoas são mortas e várias ficam feridas. O assassino escapa. Meses depois, o detetive Bill Hodges ainda é atormentado pelo fracasso na resolução do caso, e passa os dias em frente à TV, contemplando a ideia de se matar. Ao receber uma carta de alguém que se autodenomina o Assassino do Mercedes, Hodges desperta da aposentadoria deprimida, decidido a encontrar o culpado. Mr. Mercedes narra uma guerra entre o bem e o mal, e o mergulho de Stephen King na mente obsessiva e psicótica desse assassino é tão arrepiante quanto inesquecível.""CaracterísticasAutor: King, StephenPeso: 0.61I.S.B.N.: 9788556510020Altura: 23.000000Largura: 16.000000Profundidade: 2.300000Idioma: PortuguêsAcabamento: 0Tradutor: Winarski, RegianeNúmero da edição: 1Ano da edição: 2016País de Origem: BrasilSegmento: Ficção - Histórias inquietantes - Terror";livro
 Lote De 5 Livros Serie Paixão Harlequin ;livros diversos números diferentes, livros conservadosfrete para 5 livros por R$ 13,00o total dos livros mais frete seria de R$ 33,00 agora coloquei em oferta por 27,90lembre-se são 5 livros + frete por 27,90são livros físicos impressos romances;livro
 Livro - O Poder Das Conexões - Connected ;;livro
 Kit Box Trilogia Cinquenta Tons De Cinza + Grey (4 Livros) # ;E L JAMES é ex-executiva de TV e mora em Londres (Inglaterra). Casada e com dois filhos, desde pequena sonhava em escrever histórias pelas quais os leitores se apaixonassem, mas adiou esse sonho para se concentrar na família e na carreira. Quando finalmente arranjou coragem para escrever, pôs no papel seu primeiro romance, Cinquenta Tons de Cinza. Na sequência, publicou os outros dois livros da série, Cinquenta Tons Mais Escuros e Cinquenta Tons de Liberdade, completando a trilogia que se tornou o maior fenômeno editorial dos últimos anos.  Este kit imperdível traz 1 box e mais um clássico desta grande autora. São eles: Box Livro - Trilogia Cinquenta Tons de Cinza  Fenômeno editorial sem precedentes, a Trilogia Cinquenta Tons de Cinza conquistou uma legião de fãs ao redor do planeta, ultrapassando recordes históricos de vendas de exemplares. No Brasil, mais de 900 mil livros foram comercializados em 80 dias, uma média de 468 exemplares por hora. A Trilogia promete ser sucesso também nas telonas: negociada por 5 milhões de dólares, maior valor já pago pela adaptação cinematográfica de um livro, a história de amor de Ana e Christian chegará aos cinemas. Os produtores serão Michael De Luca e Dana Brunetti, do premiado A Rede Social.  Os três volumes da série que marca a estreia literária da inglesa E. L. James estão reunidos em um box especial, com edição limitada. São eles:  Cinquenta Tons de Cinza Quando Anastasia Steele entrevista o jovem empresário Christian Grey, descobre nele um homem atraente, brilhante e profundamente dominador. Ingênua e inocente, Ana se surpreende ao perceber que, a despeito da enigmática reserva de Grey, está desesperadamente atraída por ele. Incapaz de resistir à beleza discreta, à timidez e ao espírito independente de Ana, Grey admite que também a deseja - mas em seus próprios termos.  Chocada e ao mesmo tempo seduzida pelas estranhas preferências de Grey, Ana hesita. Por trás da fachada de sucesso - os negócios multinacionais, a vasta fortuna, a amada família -, Grey é um homem atormentado por demônios do passado e consumido pela necessidade de controle. Quando eles embarcam num apaixonado e sensual caso de amor, Ana não só descobre mais sobre seus próprios desejos, como também sobre os segredos obscuros que Grey tenta manter escondidos...  Cinquenta Tons Mais Escuros Assustada com os segredos obscuros do belo e atormentado Christian Grey, Ana Steele põe um ponto final em seu relacionamento com o jovem empresário e concentra-se em sua nova carreira, numa editora de livros. Mas o desejo por Grey domina cada pensamento de Ana e, quando ele propõe um novo acordo, ela não consegue resistir.  Em pouco tempo, Ana descobre mais sobre o angustiante passado de seu amargurado e dominador parceiro do que jamais imaginou ser possível. Enquanto Christian tenta se livrar de seus demônios interiores, Ana se vê diante da decisão mais importante da sua vida.  Cinquenta Tons de Liberdade Quando a ingênua Anastasia Steele conheceu o jovem empresário Christian Grey, teve início um sensual caso de amor que mudou a vida dos dois irrevogavelmente. Chocada, intrigada e, por fim, repelida pelas estranhas exigências sexuais de Christian, Ana exige um comprometimento mais profundo. Determinado a não perdê-la, ele concorda.  Agora, Ana e Christian têm tudo: amor, paixão, intimidade, riqueza e um mundo de possibilidades a sua frente. Mas Ana sabe que o relacionamento não será fácil, e a vida a dois reserva desafios que nenhum deles seria capaz de imaginar. Ana precisa se ajustar ao mundo de opulência de Grey sem sacrificar sua identidade.  E ele precisa aprender a dominar seu impulso controlador e se livrar do que o atormentava no passado. Quando parece que a força dessa união vai vencer qualquer obstáculo, a malícia, o infortúnio e o destino conspiram para transformar os piores medos de Ana em realidade.  Grey: Cinquenta Tons de Cinza pelos Olhos de Christian  Na voz de Christian, e através de seus pensamentos, reflexões e sonhos, E L James oferece uma nova perspectiva da história de amor que dominou milhares de leitores ao redor do mundo.  Christian Grey controla tudo e todos a seu redor: seu mundo é organizado, disciplinado e terrivelmente vazio - até o dia em que Anastasia Steele surge em seu escritório, uma armadilha de pernas torneadas e longos cabelos castanhos. Christian tenta esquecê-la, mas em vez disso acaba envolvido num turbilhão de emoções que não compreende e às quais não consegue resistir. Diferentemente de qualquer mulher que ele já conheceu, a tímida e quieta Ana parece enxergar através de Christian - além do empresário extremamente bem-sucedido, de estilo de vida sofisticado, até o homem de coração frio e ferido.  Será que, com Ana, Christian conseguirá dissipar os horrores de sua infância que o assombram todas as noites?  Ou seus desejos sexuais obscuros, sua compulsão por controle e a profunda aversão que sente por si mesmo vão afastar a garota e destruir a frágil esperança que ela lhe oferece? Características do Produto: Título: Box Livro - Trilogia Cinquenta Tons de CinzaPáginas: 1536Edição: 1ªTipo de capa: BrochuraEditora: IntrinsecaAno: 2012Assunto: Literatura EstrangeiraIdioma: Português Título: Grey: Cinquenta Tons de Cinza pelos Olhos de ChristianPáginas: 528Edição: 1ªTipo de capa: BrochuraEditora: IntrinsecaAno: 2015Assunto: Literatura EstrangeiraIdioma: Português;livro
 Marcelo Nova - O Galope Do Tempo ;Produto NovoDezoito discos gravados, líder da banda Camisa de Vênus há quase 40 anos, autor de canções emblemáticas, Marcelo Nova finalmente reuniu em um livro histórias de sua vida – e suas muitas percepções sobre música, carreira, família, cinema, Brasil, Carnaval, drogas, tatuagens, Bob Dylan, Raul Seixas... Sim, Marcelo de fato tem muita coisa para contar. Elaborado em formato de entrevista concedida ao jornalista André Barcinski, o livro revela a verve ácida e muitas vezes irônica de um dos maiores nomes do rock brasileiro. Como diriam seus fãs: “Bota pra fudê, Marceleza!”CaracterísticasAutor: Nova,MarceloPeso: 0.4I.S.B.N.: 9788557171688Altura: 23Largura: 16Profundidade: 1.3Número de Páginas: 264Idioma: PortuguêsAcabamento: BrochuraNúmero da edição: 1Ano da edição: 2017;livro
 O Demonologista ;Produto NovoO personagem que dá título ao best-seller internacional é David Ullman, renomado professor da Universidade de Columbia, especializado na figura literária do Diabo – principalmente na obra-prima de John Milton, Paraíso Perdido. Para David, o Anjo Caído é apenas um ser mitológico. Ao aceitar um convite para testemunhar um suposto fenômeno sobrenatural em Veneza, David começa a ter motivos pessoais para mudar de opinião. O que seria apenas um boa desculpa para tirar férias na Itália com sua filha de 12 anos se transforma em uma jornada assustadora aos recantos mais sombrios da alma. Enquanto corre contra o tempo, David precisa decifrar pistas escondidas no clássico Paraíso Perdido, e usar tudo o que aprendeu para enfrentar O Inominável e salvar sua filha do Inferno. Este é um daqueles livros que você não consegue largar até acabar a última página, ainda que vá precisar de muita coragem para seguir em frente. O Demonologista ganhou o Prêmio de Melhor Romance do International Thriller Writers Award (2014), concorrendo com autores como Stephen King. Entrou em diversas listas de melhores livros de 2013, foi finalista do Shirley Jackson Award (2013) e do Sunburst Award (2014), chegou ao topo da lista dos mais vendidos do jornal canadense Globe and Mail e foi publicado em mais de uma dezena de países.CaracterísticasAutor: Pyper,AndrewPeso: 0.57I.S.B.N.: 9788566636406Altura: 21Largura: 14Profundidade: 1Número de Páginas: 320Idioma: PortuguêsAcabamento: Capa duraNúmero da edição: 1Ano da edição: 2015;livro
 Historias De Ninar Para Garotas Rebeldes ;Cem histórias que provam a força de um coração confiante: o poder de mudar o mundo. Que essas valentes mulheres inspirem vocês. Que os retratos delas imprimam em nossas filhas e filhos a profunda convicção de que a beleza se manifesta em todas as formas, cores e idades. Em Histórias de ninar para garotas rebeldes, tudo o que podemos sentir é esperança e entusiasmo pelo mundo que estamos construindo. Um mundo onde gênero não defina quão alto você pode sonhar nem quão longe você pode ir.;livro
 Cartas De Amor Aos Mortos ;Produto Novo e Físico  Tudo começa com uma tarefa para a escola - escrever uma carta para alguém que já morreu. Logo o caderno de Laurel está repleto de mensagens para Kurt Cobain, Janis Joplin, Amy Winehouse, Heath Ledger, Judy Garland, Elizabeth Bishop... apesar de ela jamais entregá-las à professora. Nessas cartas, ela analisa a história de cada uma dessas personalidades e tenta desvendar os mistérios que envolvem suas mortes. Ao mesmo tempo, conta sobre sua própria vida, como as amizades no novo colégio e seu primeiro amor - um garoto misterioso chamado Sky. Mas Laurel não pode escapar de seu passado. Só quando ela escrever a verdade sobre o que se passou com ela e com a irmã é que poderá aceitar o que aconteceu e perdoar May e a si mesma. E só quando enxergar a irmã como realmente era - encantadora e incrível, mas imperfeita como qualquer um - é que poderá seguir em frente e descobrir seu próprio caminho.CaracterísticasTipo de Produto: LivroMedidas (cm): 21.00 x 13.70 x 1.70 cmIdiomas: PortuguêsAno: 2014Autor: Ava DellairaISBN: 8565765415Editora: SeguinteEdição: 1ª Ed.Encadernação: BrochuraNº de Páginas: 344Mais Informações: Tradutor: Alyne Azuma, Assunto: Romances, Origem: Nacional, Código de Barras: 9788565765411;livro
 Ebook: Outlander - Coleção Completa ;LIVRO EM FORMATO DIGITAL PARA LEITURA EM:CELULAR TABLETKINDLEKOBOPCENVIO VIA LINK PARA BAIXAR, SEM CUSTO, EM ATÉ 24h APÓS A CONFIRMAÇÃO DO PAGAMENTO.LIVROS DIGITAIS ENVIADOS:A Viajante do Tempo (1991)A Libélula no Âmbar (1992)O Resgate no Mar (1993)Os Tambores de Outono (1996)A Cruz de Fogo (2001)Um Sopro de Neve e Cinzas (2005)Ecos do Futuro (2009)Escrito com o Sangue do Meu próprio Coração (2015);livro
 Kids Fun ;Produto Novo e Físico  Todos nós já passamos por muitas situações parecidas: apaixonar-se, pagar um mico, chorar de tanto rir e muitas outras. E ninguém entende disso mais do que Luiz Phellipe e Rafaella Baltar, os youtubers do famoso canal Kids Fun! Mergulhe nessas páginas cheias de aventuras, interatividade, risadas e (claro!) muitas brincadeiras com a turma mais divertida da internet! Aqui você vai encontrar: ? As melhores histórias que não estão no canal ? Como eles se conheceram ? Participação especial da Juliana Baltar ? Páginas para preencher ? Uma cartela exclusiva de adesivos O LIVRO DO CANAL MAIS DIVERTIDO DA INTERNET!Argumentos de vendas: ? Os autores são donos do canal Kids Fun, que já conta com mais de 3 milhões de inscritos e mais de 635 milhões de views. ? O livro conta com a participação da Juliana Baltar, autora do livro As aventuras de Juliana Baltar, também publicado pela Única Editora, em 2016CaracterísticasTipo de Produto: LivroMedidas (cm): 20.50 x 13.50 x 1.00 cmIdiomas: PortuguêsAno: 2017Autor: Luiz PhellipeeISBN: 8594900252Editora: GenteEdição: 1ª Ed.Encadernação: BrochuraNº de Páginas: 128Mais Informações: Assunto: Literatura, Origem: Nacional, Código de Barras: 9788594900258;livro
 Marcador Magnético De Página Livro Harry Potter Hogwarts ;Marcadores de página magnéticos <<<<<COMO O MERCADO LIVRE ESTÁ BANINDO HTML DA DESCRIÇÃO O CATÁLOGO DE MODELOS AGORA SE ENCONTRA NAS FOTOS PRINCIPAIS DO ANÚNCIO, BASTA VISUALIZAR TODAS AS FOTOS.Exclusivos marcadores de página magnéticos! Feitos de material de alta qualidade, possuem imã em ambas as partes internas para que grudem em seu material de leitura.Dois formatos: 2,5x7cm (fino) e 5x7cm (largo) - preste atenção ao escolher, as imagens mais finas são modelo fino, mais largas modelo largo!! Ambos tem o mesmo preço de R$3,00Frete fixo para todo Brasil de 6,00 via carta registrada (7 dias úteis para entrega), envio quantos marcadores quiser no mesmo frete. Faço personalizado sem custo adicional, basta mandar foto.Dúvidas utilize o campo perguntas :);livro
